Orthogroup	Duplications (all)	Duplications (50% support)
OG0020741	4	3
OG0020742	9	8
OG0020743	19	19
OG0020744	10	10
OG0020745	12	12
OG0020746	3	2
OG0020747	19	19
OG0020748	8	8
OG0020749	13	11
OG0020750	10	9
OG0020751	4	3
OG0020752	7	6
OG0020753	10	10
OG0020754	8	7
OG0020755	14	10
OG0020756	19	19
OG0020757	10	10
OG0020758	10	10
OG0020759	10	9
OG0020760	13	11
OG0020761	4	2
OG0020762	8	8
OG0020763	18	18
OG0020764	8	7
OG0020765	19	19
OG0020766	4	4
OG0020767	9	6
OG0020768	7	7
OG0020769	11	11
OG0020770	10	10
OG0020771	13	13
OG0020772	5	5
OG0020773	11	10
OG0020774	4	2
OG0020775	10	10
OG0020776	8	5
OG0020777	11	10
OG0020778	5	5
OG0020779	19	19
OG0020780	13	13
OG0020781	9	9
OG0020782	10	8
OG0020783	7	7
OG0020784	8	8
OG0020785	4	3
OG0020786	5	5
OG0020787	5	3
OG0020788	12	11
OG0020789	9	8
OG0020790	5	5
OG0020791	9	7
OG0020792	12	12
OG0020793	10	10
OG0020794	7	4
OG0020795	2	1
OG0020796	11	8
OG0020797	6	6
OG0020798	1	1
OG0020799	10	10
OG0020800	7	7
OG0020801	6	6
OG0020802	14	14
OG0020803	11	11
OG0020804	19	19
OG0020805	8	8
OG0020806	9	8
OG0020807	10	9
OG0020808	8	7
OG0020809	10	10
OG0020810	9	7
OG0020811	11	11
OG0020812	6	4
OG0020813	19	19
OG0020814	3	3
OG0020815	19	19
OG0020816	12	12
OG0020817	9	9
OG0020818	9	9
OG0020819	10	9
OG0020820	7	5
OG0020821	9	8
OG0020822	6	6
OG0020823	18	18
OG0020824	7	5
OG0020825	19	19
OG0020826	7	7
OG0020827	9	8
OG0020828	11	8
OG0020829	4	4
OG0020830	8	6
OG0020831	7	7
OG0020832	19	19
OG0020833	13	13
OG0020834	11	9
OG0020835	5	5
OG0020836	18	18
OG0020837	16	16
OG0020838	3	3
OG0020839	6	4
OG0020840	6	5
OG0020841	6	6
OG0020842	16	16
OG0020843	10	9
OG0020844	8	7
OG0020845	11	11
OG0020846	5	5
OG0020847	15	15
OG0020848	8	7
OG0020849	9	9
OG0020850	11	11
OG0020851	6	6
OG0020852	8	8
OG0020853	10	8
OG0020854	10	9
OG0020855	6	4
OG0020856	5	4
OG0020857	18	18
OG0020858	9	9
OG0020859	10	9
OG0020860	10	10
OG0020861	14	13
OG0020862	10	9
OG0020863	18	18
OG0020864	11	11
OG0020865	7	6
OG0020866	4	4
OG0020867	8	6
OG0020868	6	5
OG0020869	15	15
OG0020870	7	7
OG0020871	10	10
OG0020872	9	7
OG0020873	19	19
OG0020874	8	8
OG0020875	8	8
OG0020876	8	8
OG0020877	4	4
OG0020878	10	10
OG0020879	9	9
OG0020880	11	11
OG0020881	9	9
OG0020882	9	9
OG0020883	12	12
OG0020884	8	8
OG0020885	9	9
OG0020886	1	0
OG0020887	9	9
OG0020888	4	4
OG0020889	6	5
OG0020890	8	6
OG0020891	6	6
OG0020892	8	8
OG0020893	7	6
OG0020894	7	7
OG0020895	3	3
OG0020896	9	9
OG0020897	6	6
OG0020898	5	4
OG0020899	3	2
OG0020900	18	18
OG0020901	10	10
OG0020902	19	19
OG0020903	19	19
OG0020904	5	5
OG0020905	18	18
OG0020906	12	12
OG0020907	11	10
OG0020908	9	9
OG0020909	10	9
OG0020910	15	15
OG0020911	11	11
OG0020912	14	13
OG0020913	15	15
OG0020914	12	12
OG0020915	7	6
OG0020916	7	7
OG0020917	12	12
OG0020918	11	7
OG0020919	14	14
OG0020920	17	17
OG0020921	14	12
OG0020922	7	7
OG0020923	7	7
OG0020924	16	16
OG0020925	16	16
OG0020926	7	7
OG0020927	10	9
OG0020928	14	14
OG0020929	4	4
OG0020930	11	10
OG0020931	11	11
OG0020932	10	10
OG0020933	11	11
OG0020934	9	9
OG0020935	8	6
OG0020936	5	4
OG0020937	8	8
OG0020938	8	8
OG0020939	16	16
OG0020940	6	6
OG0020941	14	14
OG0020942	14	13
OG0020943	6	5
OG0020944	4	4
OG0020945	7	5
OG0020946	19	19
OG0020947	8	8
OG0020948	3	3
OG0020949	5	4
OG0020950	12	8
OG0020951	12	9
OG0020952	8	7
OG0020953	8	8
OG0020954	18	18
OG0020955	12	12
OG0020956	14	14
OG0020957	7	7
OG0020958	17	17
OG0020959	10	10
OG0020960	16	16
OG0020961	18	18
OG0020962	17	17
OG0020963	10	10
OG0020964	17	17
OG0020965	18	18
OG0020966	18	18
OG0020967	13	10
OG0020968	10	10
OG0020969	16	16
OG0020970	0	0
OG0020971	3	3
OG0020972	4	3
OG0020973	17	17
OG0020974	3	2
OG0020975	7	7
OG0020976	12	12
OG0020977	9	9
OG0020978	5	4
OG0020979	3	3
OG0020980	10	8
OG0020981	9	9
OG0020982	19	19
OG0020983	9	9
OG0020984	17	17
OG0020985	19	19
OG0020986	9	8
OG0020987	15	15
OG0020988	4	3
OG0020989	7	7
OG0020990	8	7
OG0020991	11	11
OG0020992	9	9
OG0020993	10	10
OG0020994	11	11
OG0020995	13	13
OG0020996	19	19
OG0020997	8	8
OG0020998	9	9
OG0020999	10	10
OG0021000	8	8
OG0021001	7	6
OG0021002	19	19
OG0021003	18	18
OG0021004	7	6
OG0021005	19	19
OG0021006	8	7
OG0021007	7	6
OG0021008	8	7
OG0021009	9	9
OG0021010	7	7
OG0021011	6	6
OG0021012	8	6
OG0021013	15	15
OG0021014	8	8
OG0021015	1	0
OG0021016	13	13
OG0021017	7	7
OG0021018	6	5
OG0021019	7	7
OG0021020	11	10
OG0021021	10	10
OG0021022	11	11
OG0021023	4	4
OG0021024	7	5
OG0021025	15	15
OG0021026	7	7
OG0021027	5	5
OG0021028	6	6
OG0021029	7	7
OG0021030	17	17
OG0021031	7	7
OG0021032	15	15
OG0021033	11	11
OG0021034	16	16
OG0021035	16	16
OG0021036	8	5
OG0021037	5	4
OG0021038	1	1
OG0021039	13	13
OG0021040	2	2
OG0021041	12	12
OG0021042	4	3
OG0021043	4	4
OG0021044	7	5
OG0021045	7	7
OG0021046	16	16
OG0021047	13	13
OG0021048	8	7
OG0021049	6	5
OG0021050	10	9
OG0021051	19	19
OG0021052	6	6
OG0021053	6	6
OG0021054	7	7
OG0021055	10	10
OG0021056	11	10
OG0021057	10	9
OG0021058	9	8
OG0021059	8	8
OG0021060	9	7
OG0021061	11	11
OG0021062	10	10
OG0021063	6	4
OG0021064	11	11
OG0021065	2	1
OG0021066	15	11
OG0021067	19	19
OG0021068	2	2
OG0021069	14	14
OG0021070	7	7
OG0021071	5	4
OG0021072	16	16
OG0021073	11	11
OG0021074	14	11
OG0021075	13	13
OG0021076	7	6
OG0021077	9	8
OG0021078	11	11
OG0021079	11	8
OG0021080	9	8
OG0021081	19	19
OG0021082	19	19
OG0021083	12	10
OG0021084	3	3
OG0021085	10	10
OG0021086	14	14
OG0021087	9	9
OG0021088	12	12
OG0021089	19	19
OG0021090	19	19
OG0021091	15	15
OG0021092	15	12
OG0021093	13	13
OG0021094	7	7
OG0021095	18	18
OG0021096	3	3
OG0021097	6	5
OG0021098	17	17
OG0021099	11	9
OG0021100	17	17
OG0021101	19	19
OG0021102	11	11
OG0021103	6	6
OG0021104	19	19
OG0021105	10	9
OG0021106	16	13
OG0021107	11	10
OG0021108	10	8
OG0021109	11	9
OG0021110	7	6
OG0021111	6	5
OG0021112	7	7
OG0021113	9	9
OG0021114	19	19
OG0021115	3	3
OG0021116	15	15
OG0021117	11	11
OG0021118	17	17
OG0021119	15	15
OG0021120	12	12
OG0021121	6	6
OG0021122	9	8
OG0021123	9	9
OG0021124	11	11
OG0021125	8	8
OG0021126	9	9
OG0021127	3	2
OG0021128	10	10
OG0021129	7	7
OG0021130	7	4
OG0021131	5	5
OG0021132	6	6
OG0021133	3	3
OG0021134	18	18
OG0021135	14	14
OG0021136	8	7
OG0021137	6	6
OG0021138	8	7
OG0021139	10	8
OG0021140	14	14
OG0021141	10	10
OG0021142	9	8
OG0021143	9	8
OG0021144	9	7
OG0021145	6	6
OG0021146	13	13
OG0021147	6	5
OG0021148	7	6
OG0021149	10	10
OG0021150	5	5
OG0021151	7	7
OG0021152	10	10
OG0021153	12	12
OG0021154	17	17
OG0021155	9	7
OG0021156	5	4
OG0021157	7	7
OG0021158	6	6
OG0021159	16	16
OG0021160	12	12
OG0021161	11	11
OG0021162	7	7
OG0021163	1	1
OG0021164	4	3
OG0021165	11	11
OG0021166	14	14
OG0021167	13	13
OG0021168	14	12
OG0021169	11	11
OG0021170	7	6
OG0021171	5	5
OG0021172	7	7
OG0021173	7	7
OG0021174	8	8
OG0021175	9	8
OG0021176	11	10
OG0021177	8	7
OG0021178	10	8
OG0021179	9	7
OG0021180	8	8
OG0021181	5	5
OG0021182	8	6
OG0021183	10	10
OG0021184	5	5
OG0021185	5	5
OG0021186	14	12
OG0021187	13	13
OG0021188	9	9
OG0021189	19	19
OG0021190	15	15
OG0021191	14	14
OG0021192	10	10
OG0021193	18	18
OG0021194	6	5
OG0021195	14	13
OG0021196	14	14
OG0021197	16	16
OG0021198	15	15
OG0021199	17	17
OG0021200	8	7
OG0021201	12	11
OG0021202	10	6
OG0021203	18	18
OG0021204	10	9
OG0021205	8	7
OG0021206	17	17
OG0021207	12	12
OG0021208	8	7
OG0021209	10	9
OG0021210	6	6
OG0021211	7	7
OG0021212	13	13
OG0021213	11	11
OG0021214	10	10
OG0021215	19	19
OG0021216	9	6
OG0021217	17	17
OG0021218	18	18
OG0021219	9	9
OG0021220	4	4
OG0021221	19	19
OG0021222	8	8
OG0021223	8	8
OG0021224	7	7
OG0021225	3	3
OG0021226	8	8
OG0021227	19	19
OG0021228	12	11
OG0021229	19	19
OG0021230	19	19
OG0021231	12	12
OG0021232	5	5
OG0021233	10	7
OG0021234	16	16
OG0021235	12	9
OG0021236	17	17
OG0021237	6	5
OG0021238	5	5
OG0021239	18	18
OG0021240	6	6
OG0021241	6	4
OG0021242	6	5
OG0021243	9	9
OG0021244	11	11
OG0021245	11	10
OG0021246	8	8
OG0021247	10	8
OG0021248	9	7
OG0021249	19	19
OG0021250	7	7
OG0021251	6	6
OG0021252	15	15
OG0021253	8	7
OG0021254	15	15
OG0021255	8	6
OG0021256	10	9
OG0021257	7	6
OG0021258	6	6
OG0021259	19	19
OG0021260	19	19
OG0021261	17	17
OG0021262	7	7
OG0021263	10	10
OG0021264	6	6
OG0021265	9	9
OG0021266	9	7
OG0021267	8	7
OG0021268	14	12
OG0021269	16	16
OG0021270	13	13
OG0021271	15	15
OG0021272	8	7
OG0021273	6	6
OG0021274	14	14
OG0021275	8	6
OG0021276	19	19
OG0021277	10	9
OG0021278	5	5
OG0021279	1	1
OG0021280	14	14
OG0021281	9	9
OG0021282	7	6
OG0021283	10	10
OG0021284	9	9
OG0021285	19	19
OG0021286	8	6
OG0021287	17	17
OG0021288	8	8
OG0021289	2	1
OG0021290	19	19
OG0021291	19	19
OG0021292	7	6
OG0021293	18	18
OG0021294	16	16
OG0021295	6	6
OG0021296	7	7
OG0021297	7	7
OG0021298	11	11
OG0021299	9	9
OG0021300	9	8
OG0021301	11	11
OG0021302	10	10
OG0021303	10	10
OG0021304	9	9
OG0021305	5	5
OG0021306	14	14
OG0021307	13	13
OG0021308	15	15
OG0021309	8	8
OG0021310	14	14
OG0021311	4	4
OG0021312	17	17
OG0021313	19	19
OG0021314	6	4
OG0021315	19	19
OG0021316	13	13
OG0021317	18	18
OG0021318	12	12
OG0021319	8	7
OG0021320	7	7
OG0021321	4	4
OG0021322	18	18
OG0021323	14	14
OG0021324	12	12
OG0021325	7	6
OG0021326	4	4
OG0021327	19	19
OG0021328	7	7
OG0021329	6	6
OG0021330	7	7
OG0021331	10	9
OG0021332	16	16
OG0021333	7	7
OG0021334	8	6
OG0021335	10	10
OG0021336	10	10
OG0021337	8	8
OG0021338	19	19
OG0021339	9	8
OG0021340	8	8
OG0021341	6	5
OG0021342	8	8
OG0021343	8	7
OG0021344	3	3
OG0021345	7	7
OG0021346	9	8
OG0021347	19	19
OG0021348	11	9
OG0021349	18	18
OG0021350	18	18
OG0021351	17	17
OG0021352	0	0
OG0021353	11	11
OG0021354	9	5
OG0021355	5	4
OG0021356	13	9
OG0021357	8	7
OG0021358	11	11
OG0021359	8	7
OG0021360	8	7
OG0021361	17	17
OG0021362	7	6
OG0021363	7	7
OG0021364	18	18
OG0021365	7	7
OG0021366	6	6
OG0021367	9	8
OG0021368	7	6
OG0021369	9	8
OG0021370	8	8
OG0021371	7	7
OG0021372	17	17
OG0021373	8	7
OG0021374	8	8
OG0021375	7	6
OG0021376	9	9
OG0021377	7	7
OG0021378	7	7
OG0021379	12	12
OG0021380	10	10
OG0021381	5	5
OG0021382	12	11
OG0021383	8	6
OG0021384	9	9
OG0021385	5	3
OG0021386	10	9
OG0021387	7	7
OG0021388	7	7
OG0021389	7	7
OG0021390	8	8
OG0021391	18	18
OG0021392	17	17
OG0021393	10	10
OG0021394	11	10
OG0021395	12	11
OG0021396	9	8
OG0021397	4	4
OG0021398	9	7
OG0021399	10	10
OG0021400	10	10
OG0021401	11	11
OG0021402	10	9
OG0021403	11	11
OG0021404	7	7
OG0021405	8	6
OG0021406	11	11
OG0021407	9	9
OG0021408	8	7
OG0021409	19	19
OG0021410	9	9
OG0021411	8	8
OG0021412	11	11
OG0021413	3	3
OG0021414	8	6
OG0021415	9	8
OG0021416	17	17
OG0021417	5	4
OG0021418	13	12
OG0021419	16	16
OG0021420	8	8
OG0021421	9	9
OG0021422	8	8
OG0021423	7	5
OG0021424	11	11
OG0021425	10	10
OG0021426	10	9
OG0021427	9	6
OG0021428	7	6
OG0021429	9	9
OG0021430	10	10
OG0021431	13	12
OG0021432	18	18
OG0021433	12	9
OG0021434	19	19
OG0021435	6	5
OG0021436	6	3
OG0021437	10	9
OG0021438	10	7
OG0021439	7	5
OG0021440	12	12
OG0021441	9	8
OG0021442	13	13
OG0021443	7	6
OG0021444	9	8
OG0021445	12	12
OG0021446	13	11
OG0021447	16	16
OG0021448	19	19
OG0021449	19	19
OG0021450	17	17
OG0021451	12	10
OG0021452	11	10
OG0021453	8	7
OG0021454	7	6
OG0021455	10	9
OG0021456	11	9
OG0021457	19	19
OG0021458	11	11
OG0021459	7	7
OG0021460	16	16
OG0021461	19	19
OG0021462	11	10
OG0021463	10	9
OG0021464	16	16
OG0021465	9	9
OG0021466	11	11
OG0021467	10	9
OG0021468	10	10
OG0021469	13	11
OG0021470	19	19
OG0021471	14	11
OG0021472	4	4
OG0021473	9	9
OG0021474	10	8
OG0021475	15	15
OG0021476	15	15
OG0021477	10	10
OG0021478	17	17
OG0021479	10	7
OG0021480	9	9
OG0021481	12	12
OG0021482	15	15
OG0021483	11	7
OG0021484	11	11
OG0021485	14	12
OG0021486	19	19
OG0021487	9	9
OG0021488	10	8
OG0021489	11	10
OG0021490	17	17
OG0021491	11	8
OG0021492	14	14
OG0021493	9	9
OG0021494	19	19
OG0021495	13	12
OG0021496	10	10
OG0021497	18	18
OG0021498	18	18
OG0021499	18	18
OG0021500	10	9
OG0021501	7	7
OG0021502	19	19
OG0021503	19	19
OG0021504	10	8
OG0021505	19	19
OG0021506	18	18
OG0021507	1	0
OG0021508	9	9
OG0021509	7	3
OG0021510	10	10
OG0021511	15	14
OG0021512	6	5
OG0021513	8	7
OG0021514	8	6
OG0021515	8	7
OG0021516	17	17
OG0021517	11	11
OG0021518	7	5
OG0021519	4	3
OG0021520	10	10
OG0021521	7	6
OG0021522	6	4
OG0021523	11	9
OG0021524	6	3
OG0021525	7	6
OG0021526	6	6
OG0021527	5	4
OG0021528	10	10
OG0021529	7	7
OG0021530	9	9
OG0021531	6	6
OG0021532	12	11
OG0021533	10	9
OG0021534	5	5
OG0021535	10	8
OG0021536	9	8
OG0021537	11	11
OG0021538	11	11
OG0021539	10	8
OG0021540	17	17
OG0021541	15	15
OG0021542	19	19
OG0021543	15	15
OG0021544	8	8
OG0021545	8	8
OG0021546	8	8
OG0021547	14	14
OG0021548	19	19
OG0021549	8	8
OG0021550	18	18
OG0021551	13	13
OG0021552	18	18
OG0021553	13	13
OG0021554	13	13
OG0021555	9	9
OG0021556	13	11
OG0021557	13	12
OG0021558	19	19
OG0021559	18	18
OG0021560	5	5
OG0021561	10	10
OG0021562	19	19
OG0021563	10	10
OG0021564	11	11
OG0021565	11	10
OG0021566	19	19
OG0021567	10	10
OG0021568	13	13
OG0021569	8	8
OG0021570	14	14
OG0021571	19	19
OG0021572	9	8
OG0021573	14	14
OG0021574	12	10
OG0021575	10	9
OG0021576	14	14
OG0021577	13	13
OG0021578	16	16
OG0021579	9	9
OG0021580	12	10
OG0021581	11	11
OG0021582	11	9
OG0021583	5	5
OG0021584	5	5
OG0021585	7	7
OG0021586	13	13
OG0021587	17	17
OG0021588	16	16
OG0021589	10	10
OG0021590	11	10
OG0021591	5	5
OG0021592	4	3
OG0021593	7	6
OG0021594	19	19
OG0021595	19	19
OG0021596	5	4
OG0021597	6	6
OG0021598	9	8
OG0021599	10	8
OG0021600	7	6
OG0021601	10	9
OG0021602	15	15
OG0021603	12	12
OG0021604	5	5
OG0021605	6	6
OG0021606	5	5
OG0021607	14	12
OG0021608	4	4
OG0021609	12	10
OG0021610	9	9
OG0021611	8	7
OG0021612	11	9
OG0021613	7	5
OG0021614	9	9
OG0021615	7	6
OG0021616	14	14
OG0021617	7	4
OG0021618	19	19
OG0021619	12	12
OG0021620	10	7
OG0021621	10	10
OG0021622	16	16
OG0021623	3	3
OG0021624	15	15
OG0021625	11	11
OG0021626	18	18
OG0021627	5	4
OG0021628	3	3
OG0021629	10	10
OG0021630	17	17
OG0021631	19	19
OG0021632	4	4
OG0021633	11	11
OG0021634	7	7
OG0021635	8	7
OG0021636	9	9
OG0021637	12	11
OG0021638	10	8
OG0021639	14	14
OG0021640	14	14
OG0021641	7	7
OG0021642	10	10
OG0021643	10	10
OG0021644	11	9
OG0021645	16	14
OG0021646	11	11
OG0021647	12	12
OG0021648	6	5
OG0021649	9	8
OG0021650	11	9
OG0021651	7	7
OG0021652	12	11
OG0021653	16	16
OG0021654	12	12
OG0021655	5	4
OG0021656	8	6
OG0021657	10	8
OG0021658	19	19
OG0021659	5	5
OG0021660	19	19
OG0021661	5	3
OG0021662	8	8
OG0021663	7	7
OG0021664	10	10
OG0021665	13	11
OG0021666	19	19
OG0021667	15	15
OG0021668	19	19
OG0021669	17	17
OG0021670	8	8
OG0021671	10	9
OG0021672	15	15
OG0021673	5	4
OG0021674	12	11
OG0021675	8	7
OG0021676	10	9
OG0021677	6	5
OG0021678	11	11
OG0021679	9	9
OG0021680	8	5
OG0021681	6	6
OG0021682	9	9
OG0021683	9	9
OG0021684	9	8
OG0021685	14	14
OG0021686	8	7
OG0021687	7	5
OG0021688	6	6
OG0021689	9	9
OG0021690	11	11
OG0021691	11	9
OG0021692	8	8
OG0021693	9	8
OG0021694	6	6
OG0021695	10	9
OG0021696	7	7
OG0021697	9	9
OG0021698	8	7
OG0021699	9	9
OG0021700	7	7
OG0021701	15	13
OG0021702	5	5
OG0021703	12	11
OG0021704	8	8
OG0021705	10	10
OG0021706	4	4
OG0021707	10	10
OG0021708	10	9
OG0021709	15	15
OG0021710	12	11
OG0021711	6	6
OG0021712	7	7
OG0021713	9	9
OG0021714	5	5
OG0021715	9	8
OG0021716	3	2
OG0021717	16	16
OG0021718	7	7
OG0021719	11	11
OG0021720	13	13
OG0021721	13	13
OG0021722	9	7
OG0021723	6	5
OG0021724	5	5
OG0021725	9	9
OG0021726	9	9
OG0021727	9	9
OG0021728	8	8
OG0021729	7	7
OG0021730	19	19
OG0021731	11	11
OG0021732	11	11
OG0021733	5	3
OG0021734	13	11
OG0021735	14	9
OG0021736	10	8
OG0021737	11	8
OG0021738	17	17
OG0021739	5	5
OG0021740	10	9
OG0021741	7	6
OG0021742	9	9
OG0021743	8	8
OG0021744	12	9
OG0021745	11	9
OG0021746	17	17
OG0021747	11	9
OG0021748	16	16
OG0021749	8	7
OG0021750	6	6
OG0021751	16	16
OG0021752	8	8
OG0021753	14	14
OG0021754	5	5
OG0021755	3	2
OG0021756	6	5
OG0021757	17	17
OG0021758	10	10
OG0021759	7	5
OG0021760	6	6
OG0021761	19	19
OG0021762	9	8
OG0021763	11	10
OG0021764	5	5
OG0021765	9	8
OG0021766	11	11
OG0021767	9	9
OG0021768	7	6
OG0021769	10	10
OG0021770	12	12
OG0021771	19	19
OG0021772	19	19
OG0021773	9	8
OG0021774	19	19
OG0021775	15	15
OG0021776	19	19
OG0021777	7	4
OG0021778	5	3
OG0021779	10	9
OG0021780	9	7
OG0021781	14	13
OG0021782	11	10
OG0021783	10	9
OG0021784	10	9
OG0021785	7	7
OG0021786	11	11
OG0021787	8	4
OG0021788	8	7
OG0021789	14	14
OG0021790	11	10
OG0021791	7	6
OG0021792	7	6
OG0021793	17	17
OG0021794	3	3
OG0021795	9	9
OG0021796	10	10
OG0021797	4	4
OG0021798	10	10
OG0021799	6	6
OG0021800	5	5
OG0021801	5	4
OG0021802	9	9
OG0021803	7	7
OG0021804	8	8
OG0021805	8	8
OG0021806	9	9
OG0021807	3	3
OG0021808	11	9
OG0021809	10	8
OG0021810	12	11
OG0021811	8	5
OG0021812	10	10
OG0021813	9	9
OG0021814	9	9
OG0021815	9	9
OG0021816	7	6
OG0021817	9	8
OG0021818	8	6
OG0021819	10	10
OG0021820	7	7
OG0021821	11	11
OG0021822	7	6
OG0021823	3	3
OG0021824	10	8
OG0021825	7	7
OG0021826	10	10
OG0021827	8	8
OG0021828	13	12
OG0021829	12	11
OG0021830	7	7
OG0021831	10	9
OG0021832	8	6
OG0021833	19	19
OG0021834	10	10
OG0021835	12	12
OG0021836	10	9
OG0021837	10	10
OG0021838	8	8
OG0021839	13	13
OG0021840	9	9
OG0021841	4	4
OG0021842	9	8
OG0021843	5	4
OG0021844	11	10
OG0021845	3	3
OG0021846	9	6
OG0021847	10	9
OG0021848	14	13
OG0021849	7	6
OG0021850	2	2
OG0021851	4	4
OG0021852	8	7
OG0021853	9	9
OG0021854	8	7
OG0021855	11	9
OG0021856	8	8
OG0021857	9	7
OG0021858	10	10
OG0021859	7	7
OG0021860	10	10
OG0021861	19	19
OG0021862	10	8
OG0021863	8	6
OG0021864	10	9
OG0021865	7	6
OG0021866	9	9
OG0021867	7	7
OG0021868	8	8
OG0021869	6	5
OG0021870	6	6
OG0021871	10	10
OG0021872	9	9
OG0021873	7	7
OG0021874	11	11
OG0021875	11	9
OG0021876	8	7
OG0021877	6	6
OG0021878	11	10
OG0021879	11	9
OG0021880	8	8
OG0021881	7	6
OG0021882	8	6
OG0021883	8	8
OG0021884	12	12
OG0021885	12	12
OG0021886	9	9
OG0021887	12	12
OG0021888	7	4
OG0021889	8	8
OG0021890	9	9
OG0021891	9	9
OG0021892	10	7
OG0021893	10	9
OG0021894	19	19
OG0021895	9	9
OG0021896	3	3
OG0021897	6	6
OG0021898	12	11
OG0021899	8	7
OG0021900	9	7
OG0021901	10	10
OG0021902	11	11
OG0021903	8	8
OG0021904	8	7
OG0021905	12	10
OG0021906	7	5
OG0021907	7	5
OG0021908	12	8
OG0021909	13	13
OG0021910	6	6
OG0021911	7	6
OG0021912	10	10
OG0021913	10	10
OG0021914	6	6
OG0021915	6	6
OG0021916	7	4
OG0021917	11	5
OG0021918	12	11
OG0021919	12	10
OG0021920	9	8
OG0021921	11	11
OG0021922	17	17
OG0021923	17	17
OG0021924	9	6
OG0021925	5	4
OG0021926	9	9
OG0021927	8	6
OG0021928	6	5
OG0021929	8	5
OG0021930	8	7
OG0021931	17	17
OG0021932	17	17
OG0021933	4	4
OG0021934	10	10
OG0021935	8	8
OG0021936	9	8
OG0021937	8	6
OG0021938	19	19
OG0021939	10	9
OG0021940	9	9
OG0021941	8	7
OG0021942	19	19
OG0021943	7	5
OG0021944	19	19
OG0021945	6	5
OG0021946	8	8
OG0021947	11	9
OG0021948	8	8
OG0021949	10	10
OG0021950	8	8
OG0021951	7	6
OG0021952	10	10
OG0021953	19	19
OG0021954	5	4
OG0021955	9	8
OG0021956	7	7
OG0021957	6	6
OG0021958	10	10
OG0021959	11	11
OG0021960	8	7
OG0021961	9	8
OG0021962	11	9
OG0021963	8	7
OG0021964	8	8
OG0021965	4	3
OG0021966	10	10
OG0021967	3	1
OG0021968	8	8
OG0021969	12	11
OG0021970	10	10
OG0021971	9	9
OG0021972	7	7
OG0021973	9	7
OG0021974	10	7
OG0021975	11	11
OG0021976	10	10
OG0021977	10	9
OG0021978	10	10
OG0021979	19	19
OG0021980	10	6
OG0021981	17	17
OG0021982	8	8
OG0021983	13	12
OG0021984	7	7
OG0021985	9	8
OG0021986	13	12
OG0021987	7	6
OG0021988	8	6
OG0021989	7	7
OG0021990	9	7
OG0021991	1	0
OG0021992	7	6
OG0021993	9	9
OG0021994	9	7
OG0021995	8	7
OG0021996	9	9
OG0021997	12	12
OG0021998	9	8
OG0021999	6	6
OG0022000	11	8
OG0022001	8	7
OG0022002	11	9
OG0022003	6	5
OG0022004	11	10
OG0022005	4	4
OG0022006	11	11
OG0022007	9	7
OG0022008	15	15
OG0022009	19	19
OG0022010	19	19
OG0022011	16	16
OG0022012	17	17
OG0022013	10	9
OG0022014	13	12
OG0022015	10	10
OG0022016	8	6
OG0022017	10	10
OG0022018	0	0
OG0022019	15	15
OG0022020	5	4
OG0022021	12	12
OG0022022	10	8
OG0022023	14	14
OG0022024	11	10
OG0022025	11	8
OG0022026	11	9
OG0022027	6	6
OG0022028	12	8
OG0022029	4	3
OG0022030	11	10
OG0022031	1	1
OG0022032	5	5
OG0022033	13	13
OG0022034	11	11
OG0022035	10	10
OG0022036	7	7
OG0022037	10	10
OG0022038	9	7
OG0022039	7	6
OG0022040	13	13
OG0022041	12	12
OG0022042	12	12
OG0022043	10	9
OG0022044	13	13
OG0022045	7	6
OG0022046	10	10
OG0022047	10	9
OG0022048	9	9
OG0022049	14	14
OG0022050	11	11
OG0022051	10	9
OG0022052	12	11
OG0022053	17	17
OG0022054	7	5
OG0022055	7	7
OG0022056	9	9
OG0022057	11	10
OG0022058	9	7
OG0022059	13	13
OG0022060	15	15
OG0022061	15	15
OG0022062	11	10
OG0022063	4	4
OG0022064	8	7
OG0022065	1	1
OG0022066	7	7
OG0022067	8	6
OG0022068	9	8
OG0022069	1	0
OG0022070	3	1
OG0022071	3	3
OG0022072	9	8
OG0022073	13	13
OG0022074	12	10
OG0022075	10	9
OG0022076	15	15
OG0022077	11	11
OG0022078	15	15
OG0022079	2	2
OG0022080	8	8
OG0022081	13	11
OG0022082	1	1
OG0022083	1	1
OG0022084	7	7
OG0022085	11	11
OG0022086	2	0
OG0022087	9	9
OG0022088	13	11
OG0022089	10	9
OG0022090	11	9
OG0022091	11	10
OG0022092	10	9
OG0022093	12	12
OG0022094	8	8
OG0022095	13	12
OG0022096	13	13
OG0022097	7	7
OG0022098	6	4
OG0022099	4	3
OG0022100	8	8
OG0022101	5	4
OG0022102	9	9
OG0022103	9	9
OG0022104	8	8
OG0022105	12	12
OG0022106	3	3
OG0022107	8	8
OG0022108	8	8
OG0022109	15	15
OG0022110	15	15
OG0022111	8	8
OG0022112	6	6
OG0022113	15	15
OG0022114	9	9
OG0022115	7	7
OG0022116	10	10
OG0022117	8	8
OG0022118	8	8
OG0022119	9	9
OG0022120	8	6
OG0022121	12	12
OG0022122	2	1
OG0022123	15	10
OG0022124	2	2
OG0022125	14	14
OG0022126	8	3
OG0022127	7	6
OG0022128	1	0
OG0022129	4	2
OG0022130	9	9
OG0022131	7	5
OG0022132	1	1
OG0022133	8	8
OG0022134	10	10
OG0022135	14	11
OG0022136	2	2
OG0022137	4	3
