Orthogroup	Duplications (all)	Duplications (50% support)
OG0025811	8	8
OG0025812	7	7
OG0025813	14	14
OG0025814	11	11
OG0025815	12	12
OG0025816	16	16
OG0025817	14	14
OG0025818	5	5
OG0025819	15	15
OG0025820	15	15
OG0025821	10	9
OG0025822	15	15
OG0025823	12	12
OG0025824	13	13
OG0025825	3	3
OG0025826	5	5
OG0025827	2	2
OG0025828	4	4
OG0025829	16	16
OG0025830	11	10
OG0025831	16	16
OG0025832	3	3
OG0025833	1	1
OG0025834	16	16
OG0025835	16	16
OG0025836	4	4
OG0025837	6	6
OG0025838	3	3
OG0025839	12	10
OG0025840	11	11
OG0025841	16	16
OG0025842	12	12
OG0025843	6	6
OG0025844	5	5
OG0025845	6	6
OG0025846	16	16
OG0025847	13	13
OG0025848	11	11
OG0025849	7	6
OG0025850	14	14
OG0025851	15	15
OG0025852	10	10
OG0025853	3	2
OG0025854	15	15
OG0025855	11	11
OG0025856	8	8
OG0025857	6	6
OG0025858	4	4
OG0025859	14	14
OG0025860	5	5
OG0025861	9	9
OG0025862	16	16
OG0025863	4	3
OG0025864	13	13
OG0025865	11	11
OG0025866	9	9
OG0025867	6	6
OG0025868	16	16
OG0025869	12	12
OG0025870	7	7
OG0025871	13	13
OG0025872	3	3
OG0025873	4	4
OG0025874	16	16
OG0025875	12	12
OG0025876	7	6
OG0025877	8	7
OG0025878	8	8
OG0025879	11	11
OG0025880	5	5
OG0025881	9	8
OG0025882	6	4
OG0025883	9	9
OG0025884	1	0
OG0025885	12	12
OG0025886	11	11
OG0025887	7	5
OG0025888	6	5
OG0025889	14	14
OG0025890	14	14
OG0025891	4	4
OG0025892	3	3
OG0025893	4	3
OG0025894	7	7
OG0025895	15	15
OG0025896	7	7
OG0025897	7	5
OG0025898	9	9
OG0025899	7	7
OG0025900	10	10
OG0025901	8	8
OG0025902	9	9
OG0025903	7	7
OG0025904	11	11
OG0025905	14	14
OG0025906	6	6
OG0025907	16	16
OG0025908	7	6
OG0025909	16	16
OG0025910	12	12
OG0025911	6	6
OG0025912	4	3
OG0025913	8	8
OG0025914	8	7
OG0025915	12	12
OG0025916	9	8
OG0025917	8	8
OG0025918	10	10
OG0025919	13	11
OG0025920	16	16
OG0025921	5	5
OG0025922	9	9
OG0025923	8	8
OG0025924	12	11
OG0025925	16	16
OG0025926	15	15
OG0025927	16	16
OG0025928	7	7
OG0025929	9	8
OG0025930	6	5
OG0025931	6	6
OG0025932	8	7
OG0025933	16	16
OG0025934	3	2
OG0025935	14	14
OG0025936	14	14
OG0025937	15	15
OG0025938	7	7
OG0025939	16	16
OG0025940	13	13
OG0025941	7	7
OG0025942	8	8
OG0025943	8	8
OG0025944	2	2
OG0025945	5	5
OG0025946	10	10
OG0025947	8	8
OG0025948	7	7
OG0025949	7	7
OG0025950	14	14
OG0025951	6	4
OG0025952	15	15
OG0025953	7	7
OG0025954	6	4
OG0025955	16	16
OG0025956	6	6
OG0025957	8	8
OG0025958	13	13
OG0025959	16	16
OG0025960	15	15
OG0025961	8	8
OG0025962	5	5
OG0025963	16	16
OG0025964	5	5
OG0025965	12	8
OG0025966	11	11
OG0025967	7	7
OG0025968	16	16
OG0025969	13	13
OG0025970	6	5
OG0025971	16	16
OG0025972	12	12
OG0025973	8	8
OG0025974	12	10
OG0025975	11	7
OG0025976	9	8
OG0025977	5	4
OG0025978	15	15
OG0025979	9	9
OG0025980	10	10
OG0025981	9	9
OG0025982	16	16
OG0025983	13	13
OG0025984	10	6
OG0025985	6	3
OG0025986	12	12
OG0025987	9	9
OG0025988	8	7
OG0025989	13	13
OG0025990	15	15
OG0025991	7	7
OG0025992	8	8
OG0025993	13	13
OG0025994	15	15
OG0025995	16	16
OG0025996	9	9
OG0025997	13	13
OG0025998	6	4
OG0025999	6	6
OG0026000	6	6
OG0026001	7	7
OG0026002	15	15
OG0026003	15	15
OG0026004	12	10
OG0026005	7	7
OG0026006	7	7
OG0026007	12	12
OG0026008	13	13
OG0026009	10	9
OG0026010	7	6
OG0026011	8	8
OG0026012	14	14
OG0026013	14	14
OG0026014	9	9
OG0026015	12	12
OG0026016	16	16
OG0026017	15	15
OG0026018	7	6
OG0026019	15	15
OG0026020	8	7
OG0026021	13	13
OG0026022	9	6
OG0026023	6	5
OG0026024	16	16
OG0026025	14	14
OG0026026	12	12
OG0026027	14	14
OG0026028	6	6
OG0026029	15	15
OG0026030	12	12
OG0026031	4	4
OG0026032	12	12
OG0026033	11	11
OG0026034	8	8
OG0026035	10	9
OG0026036	12	12
OG0026037	10	8
OG0026038	15	15
OG0026039	12	12
OG0026040	10	10
OG0026041	14	14
OG0026042	3	2
OG0026043	12	9
OG0026044	3	3
OG0026045	10	10
OG0026046	16	16
OG0026047	9	9
OG0026048	3	3
OG0026049	8	7
OG0026050	11	11
OG0026051	13	13
OG0026052	16	16
OG0026053	11	11
OG0026054	11	9
OG0026055	13	13
OG0026056	6	6
OG0026057	10	10
OG0026058	7	7
OG0026059	14	14
OG0026060	16	16
OG0026061	5	5
OG0026062	7	7
OG0026063	11	11
OG0026064	7	7
OG0026065	15	15
OG0026066	12	12
OG0026067	14	14
OG0026068	10	9
OG0026069	12	12
OG0026070	4	4
OG0026071	16	16
OG0026072	16	16
OG0026073	4	4
OG0026074	8	8
OG0026075	8	8
OG0026076	16	16
OG0026077	15	15
OG0026078	16	16
OG0026079	8	7
OG0026080	16	16
OG0026081	7	7
OG0026082	8	8
OG0026083	8	8
OG0026084	15	15
OG0026085	16	16
OG0026086	14	14
OG0026087	9	9
OG0026088	16	16
OG0026089	5	5
OG0026090	10	10
OG0026091	7	6
OG0026092	16	16
OG0026093	16	16
OG0026094	7	6
OG0026095	13	13
OG0026096	8	8
OG0026097	6	6
OG0026098	1	1
OG0026099	7	5
OG0026100	6	6
OG0026101	12	12
OG0026102	10	10
OG0026103	16	16
OG0026104	6	6
OG0026105	15	15
OG0026106	14	14
OG0026107	5	4
OG0026108	8	7
OG0026109	12	12
OG0026110	13	13
OG0026111	15	15
OG0026112	15	15
OG0026113	9	9
OG0026114	9	9
OG0026115	12	12
OG0026116	13	13
OG0026117	15	15
OG0026118	13	13
OG0026119	14	14
OG0026120	15	15
OG0026121	5	5
OG0026122	8	8
OG0026123	8	8
OG0026124	7	6
OG0026125	14	14
OG0026126	9	7
OG0026127	6	6
OG0026128	9	9
OG0026129	6	6
OG0026130	9	8
OG0026131	6	6
OG0026132	13	13
OG0026133	8	8
OG0026134	7	7
OG0026135	14	14
OG0026136	7	6
OG0026137	15	15
OG0026138	14	14
OG0026139	6	6
OG0026140	12	12
OG0026141	6	6
OG0026142	15	15
OG0026143	8	8
OG0026144	16	16
OG0026145	14	14
OG0026146	5	3
OG0026147	3	3
OG0026148	16	16
OG0026149	14	14
OG0026150	10	10
OG0026151	5	5
OG0026152	13	13
OG0026153	7	6
OG0026154	1	1
OG0026155	14	14
OG0026156	6	4
OG0026157	10	10
OG0026158	11	11
OG0026159	5	5
OG0026160	9	8
OG0026161	6	6
OG0026162	16	16
OG0026163	5	3
OG0026164	13	13
OG0026165	14	14
OG0026166	7	7
OG0026167	12	12
OG0026168	11	8
OG0026169	5	4
OG0026170	12	10
OG0026171	11	8
OG0026172	16	16
OG0026173	3	2
OG0026174	3	3
OG0026175	8	8
OG0026176	10	10
OG0026177	14	14
OG0026178	16	16
OG0026179	16	16
OG0026180	11	11
OG0026181	12	12
OG0026182	11	10
OG0026183	6	5
OG0026184	8	8
OG0026185	13	13
OG0026186	8	8
OG0026187	16	16
OG0026188	7	7
OG0026189	13	13
OG0026190	1	1
OG0026191	16	16
OG0026192	11	9
OG0026193	16	16
OG0026194	2	1
OG0026195	9	8
OG0026196	5	5
OG0026197	3	3
OG0026198	16	16
OG0026199	11	11
OG0026200	10	10
OG0026201	15	15
OG0026202	8	6
OG0026203	16	16
OG0026204	2	2
OG0026205	14	14
OG0026206	6	6
OG0026207	15	15
OG0026208	6	6
OG0026209	6	6
OG0026210	10	10
OG0026211	4	3
OG0026212	8	8
OG0026213	12	12
OG0026214	5	4
OG0026215	5	5
OG0026216	5	5
OG0026217	9	9
OG0026218	3	3
OG0026219	8	7
OG0026220	9	9
OG0026221	16	16
OG0026222	4	4
OG0026223	9	8
OG0026224	4	4
OG0026225	14	14
OG0026226	8	6
OG0026227	6	3
OG0026228	12	8
OG0026229	9	9
OG0026230	1	1
OG0026231	7	6
OG0026232	14	14
OG0026233	7	5
OG0026234	6	5
OG0026235	16	16
OG0026236	4	4
OG0026237	15	15
OG0026238	4	4
OG0026239	6	6
OG0026240	9	8
OG0026241	9	9
OG0026242	8	8
OG0026243	9	9
OG0026244	16	16
OG0026245	8	8
OG0026246	8	8
OG0026247	6	5
OG0026248	11	11
OG0026249	8	8
OG0026250	8	7
OG0026251	4	3
OG0026252	7	6
OG0026253	11	11
OG0026254	4	4
OG0026255	8	8
OG0026256	9	9
OG0026257	5	5
OG0026258	7	6
OG0026259	7	6
OG0026260	5	4
OG0026261	5	5
OG0026262	4	3
OG0026263	7	7
OG0026264	3	3
OG0026265	13	13
OG0026266	6	4
OG0026267	9	9
OG0026268	9	9
OG0026269	16	16
OG0026270	15	15
OG0026271	13	13
OG0026272	10	10
OG0026273	6	6
OG0026274	13	13
OG0026275	15	15
OG0026276	6	6
OG0026277	4	4
OG0026278	5	5
OG0026279	14	14
OG0026280	10	10
OG0026281	2	1
OG0026282	7	7
OG0026283	9	8
OG0026284	8	7
OG0026285	9	9
OG0026286	13	13
OG0026287	7	7
OG0026288	10	10
OG0026289	6	6
OG0026290	16	16
OG0026291	6	6
OG0026292	15	15
OG0026293	7	7
OG0026294	4	4
OG0026295	8	8
OG0026296	13	13
OG0026297	4	4
OG0026298	11	11
OG0026299	7	5
OG0026300	10	10
OG0026301	7	6
OG0026302	6	6
OG0026303	6	6
OG0026304	4	4
OG0026305	7	7
OG0026306	16	16
OG0026307	8	8
OG0026308	14	14
OG0026309	12	12
OG0026310	5	5
OG0026311	16	16
OG0026312	8	8
OG0026313	7	7
OG0026314	5	5
OG0026315	8	8
OG0026316	7	7
OG0026317	13	13
OG0026318	13	13
OG0026319	15	15
OG0026320	4	3
OG0026321	9	7
OG0026322	16	16
OG0026323	15	15
OG0026324	12	12
OG0026325	12	12
OG0026326	13	13
OG0026327	4	4
OG0026328	7	7
OG0026329	13	13
OG0026330	11	11
OG0026331	5	5
OG0026332	9	9
OG0026333	7	7
OG0026334	14	14
OG0026335	14	14
OG0026336	12	11
OG0026337	14	14
OG0026338	16	16
OG0026339	15	15
OG0026340	13	13
OG0026341	6	6
OG0026342	7	5
OG0026343	8	7
OG0026344	3	3
OG0026345	12	12
OG0026346	8	8
OG0026347	13	13
OG0026348	12	12
OG0026349	14	14
OG0026350	15	15
OG0026351	6	6
OG0026352	10	8
OG0026353	7	7
OG0026354	6	6
OG0026355	4	4
OG0026356	9	8
OG0026357	15	15
OG0026358	12	12
OG0026359	4	4
OG0026360	7	7
OG0026361	5	5
OG0026362	11	10
OG0026363	5	5
OG0026364	7	5
OG0026365	15	15
OG0026366	7	7
OG0026367	13	13
OG0026368	10	10
OG0026369	8	8
OG0026370	15	15
OG0026371	7	7
OG0026372	5	5
OG0026373	7	7
OG0026374	7	4
OG0026375	5	4
OG0026376	5	5
OG0026377	8	8
OG0026378	6	4
OG0026379	11	11
OG0026380	16	16
OG0026381	13	13
OG0026382	9	9
OG0026383	9	6
OG0026384	10	10
OG0026385	7	7
OG0026386	6	5
OG0026387	14	14
OG0026388	9	9
OG0026389	16	16
OG0026390	14	14
OG0026391	14	14
OG0026392	12	12
OG0026393	14	14
OG0026394	16	16
OG0026395	8	8
OG0026396	7	7
OG0026397	5	5
OG0026398	6	6
OG0026399	11	10
OG0026400	12	12
OG0026401	5	5
OG0026402	9	8
OG0026403	15	15
OG0026404	9	9
OG0026405	2	2
OG0026406	16	16
OG0026407	9	7
OG0026408	12	12
OG0026409	15	15
OG0026410	11	11
OG0026411	16	16
OG0026412	2	2
OG0026413	2	2
OG0026414	9	7
OG0026415	11	11
OG0026416	16	16
OG0026417	8	6
OG0026418	15	15
OG0026419	8	8
OG0026420	6	6
OG0026421	6	6
OG0026422	5	5
OG0026423	8	7
OG0026424	9	9
OG0026425	7	6
OG0026426	12	12
OG0026427	8	8
OG0026428	16	16
OG0026429	5	5
OG0026430	9	9
OG0026431	11	11
OG0026432	12	12
OG0026433	8	7
OG0026434	3	3
OG0026435	16	16
OG0026436	16	16
OG0026437	8	8
OG0026438	5	5
OG0026439	6	4
OG0026440	7	6
OG0026441	6	6
OG0026442	4	4
OG0026443	15	15
OG0026444	7	7
OG0026445	9	9
OG0026446	15	15
OG0026447	14	14
OG0026448	6	4
OG0026449	4	4
OG0026450	6	6
OG0026451	9	8
OG0026452	8	8
OG0026453	4	4
OG0026454	16	16
OG0026455	11	11
OG0026456	13	13
OG0026457	8	7
OG0026458	12	12
OG0026459	11	11
OG0026460	3	3
OG0026461	8	7
OG0026462	11	10
OG0026463	6	6
OG0026464	3	3
OG0026465	7	7
OG0026466	7	7
OG0026467	11	11
OG0026468	10	10
OG0026469	5	5
OG0026470	8	6
OG0026471	10	10
OG0026472	9	7
OG0026473	7	7
OG0026474	7	7
OG0026475	16	16
OG0026476	9	7
OG0026477	14	14
OG0026478	7	7
OG0026479	6	5
OG0026480	4	4
OG0026481	3	1
OG0026482	4	2
OG0026483	7	7
OG0026484	13	9
OG0026485	7	6
OG0026486	10	7
OG0026487	16	16
OG0026488	16	16
OG0026489	8	8
OG0026490	9	9
OG0026491	7	6
OG0026492	1	1
OG0026493	14	14
OG0026494	10	9
OG0026495	7	6
OG0026496	6	6
OG0026497	8	8
OG0026498	5	5
OG0026499	14	14
OG0026500	8	8
OG0026501	8	8
OG0026502	6	6
OG0026503	6	6
OG0026504	5	5
OG0026505	9	9
OG0026506	7	7
OG0026507	7	7
OG0026508	7	7
OG0026509	8	8
OG0026510	7	6
OG0026511	8	8
OG0026512	11	11
OG0026513	7	5
OG0026514	3	3
OG0026515	5	5
OG0026516	8	8
OG0026517	6	6
OG0026518	10	10
OG0026519	16	16
OG0026520	16	16
OG0026521	16	16
OG0026522	8	6
OG0026523	5	5
OG0026524	11	11
OG0026525	11	11
OG0026526	7	7
OG0026527	8	7
OG0026528	9	8
OG0026529	11	11
OG0026530	12	12
OG0026531	15	15
OG0026532	8	8
OG0026533	13	13
OG0026534	5	4
OG0026535	9	7
OG0026536	6	6
OG0026537	14	14
OG0026538	6	5
OG0026539	16	16
OG0026540	15	15
OG0026541	7	7
OG0026542	15	15
OG0026543	16	16
OG0026544	5	5
OG0026545	2	2
OG0026546	14	14
OG0026547	7	7
OG0026548	5	4
OG0026549	7	7
OG0026550	6	6
OG0026551	15	15
OG0026552	13	13
OG0026553	13	13
OG0026554	5	5
OG0026555	12	12
OG0026556	9	9
OG0026557	11	10
OG0026558	8	8
OG0026559	9	8
OG0026560	7	7
OG0026561	10	10
OG0026562	9	9
OG0026563	5	5
OG0026564	10	10
OG0026565	7	6
OG0026566	13	12
OG0026567	7	7
OG0026568	15	15
OG0026569	8	8
OG0026570	16	16
OG0026571	10	10
OG0026572	8	7
OG0026573	10	10
OG0026574	0	0
OG0026575	4	3
OG0026576	8	8
OG0026577	16	16
OG0026578	5	5
OG0026579	16	16
OG0026580	16	16
OG0026581	16	16
OG0026582	1	1
OG0026583	11	11
OG0026584	12	12
OG0026585	0	0
OG0026586	7	5
OG0026587	7	4
OG0026588	16	16
OG0026589	13	13
OG0026590	5	4
OG0026591	13	13
OG0026592	2	1
OG0026593	5	5
OG0026594	7	7
OG0026595	7	7
OG0026596	15	15
OG0026597	7	7
OG0026598	9	8
OG0026599	4	2
OG0026600	7	7
OG0026601	4	4
OG0026602	10	7
OG0026603	16	16
OG0026604	6	5
OG0026605	10	9
OG0026606	5	5
OG0026607	6	6
OG0026608	7	7
OG0026609	9	8
OG0026610	9	8
OG0026611	11	11
OG0026612	16	16
OG0026613	8	7
OG0026614	16	16
OG0026615	16	16
OG0026616	5	4
OG0026617	7	7
OG0026618	8	8
OG0026619	9	9
OG0026620	16	16
OG0026621	13	13
OG0026622	8	8
OG0026623	7	7
OG0026624	6	6
OG0026625	7	7
OG0026626	13	13
OG0026627	7	4
OG0026628	6	5
OG0026629	6	6
OG0026630	1	1
OG0026631	9	9
OG0026632	7	5
OG0026633	6	6
OG0026634	13	12
OG0026635	9	7
OG0026636	7	7
OG0026637	8	8
OG0026638	15	15
OG0026639	10	9
OG0026640	6	6
OG0026641	10	8
OG0026642	7	6
OG0026643	6	6
OG0026644	4	4
OG0026645	12	12
OG0026646	14	14
OG0026647	6	6
OG0026648	10	10
OG0026649	13	13
OG0026650	9	9
OG0026651	12	12
OG0026652	12	12
OG0026653	6	4
OG0026654	8	7
OG0026655	2	2
OG0026656	14	14
OG0026657	10	7
OG0026658	2	1
OG0026659	16	16
OG0026660	6	6
OG0026661	7	7
OG0026662	10	9
OG0026663	10	10
OG0026664	16	16
OG0026665	10	10
OG0026666	7	7
OG0026667	16	16
OG0026668	16	16
OG0026669	6	6
OG0026670	5	3
OG0026671	9	6
OG0026672	7	7
OG0026673	9	7
OG0026674	1	1
OG0026675	16	16
OG0026676	2	2
OG0026677	6	5
OG0026678	15	15
OG0026679	10	9
OG0026680	3	2
OG0026681	6	6
OG0026682	4	3
OG0026683	8	8
OG0026684	10	10
OG0026685	13	13
OG0026686	11	9
OG0026687	3	2
OG0026688	5	5
OG0026689	9	8
OG0026690	11	8
OG0026691	14	14
OG0026692	13	13
OG0026693	10	9
OG0026694	11	8
OG0026695	8	8
OG0026696	7	7
OG0026697	7	5
OG0026698	16	16
OG0026699	10	7
OG0026700	8	8
OG0026701	11	11
OG0026702	9	9
OG0026703	5	4
OG0026704	7	6
OG0026705	16	16
OG0026706	15	15
OG0026707	14	14
OG0026708	16	16
OG0026709	12	11
OG0026710	16	16
OG0026711	10	8
OG0026712	9	8
OG0026713	13	13
OG0026714	10	10
OG0026715	8	6
OG0026716	13	13
OG0026717	16	16
OG0026718	6	6
OG0026719	16	16
OG0026720	13	13
OG0026721	10	10
OG0026722	10	10
OG0026723	12	12
OG0026724	7	5
OG0026725	11	11
OG0026726	3	2
OG0026727	16	16
OG0026728	2	2
OG0026729	8	8
OG0026730	16	16
OG0026731	16	16
OG0026732	7	5
OG0026733	10	7
OG0026734	10	10
OG0026735	16	16
OG0026736	6	6
OG0026737	6	5
OG0026738	7	7
OG0026739	16	16
OG0026740	9	9
OG0026741	6	6
OG0026742	9	7
OG0026743	13	8
OG0026744	16	16
OG0026745	16	16
OG0026746	9	9
OG0026747	10	10
OG0026748	9	9
OG0026749	8	7
OG0026750	9	6
OG0026751	10	10
OG0026752	12	12
OG0026753	10	10
OG0026754	10	9
OG0026755	9	9
OG0026756	10	5
OG0026757	11	11
OG0026758	9	9
OG0026759	16	16
OG0026760	14	14
OG0026761	10	10
OG0026762	7	7
OG0026763	16	16
OG0026764	14	14
OG0026765	7	7
OG0026766	16	16
OG0026767	7	7
OG0026768	5	5
OG0026769	9	9
OG0026770	15	15
OG0026771	6	6
OG0026772	15	15
OG0026773	16	16
OG0026774	7	7
OG0026775	8	8
OG0026776	16	16
OG0026777	11	11
OG0026778	16	16
OG0026779	6	6
OG0026780	16	16
OG0026781	16	16
OG0026782	11	11
OG0026783	15	15
OG0026784	12	12
OG0026785	13	13
OG0026786	12	12
OG0026787	4	4
OG0026788	7	7
OG0026789	9	9
OG0026790	7	7
OG0026791	6	6
OG0026792	9	8
OG0026793	6	4
OG0026794	13	13
OG0026795	8	6
OG0026796	16	16
OG0026797	7	6
OG0026798	10	6
OG0026799	9	8
OG0026800	1	1
OG0026801	5	5
OG0026802	9	7
OG0026803	8	8
OG0026804	9	8
OG0026805	5	3
OG0026806	15	15
OG0026807	4	4
OG0026808	7	7
OG0026809	7	7
OG0026810	4	4
OG0026811	11	11
OG0026812	6	6
OG0026813	9	7
OG0026814	16	16
OG0026815	13	13
OG0026816	16	16
OG0026817	16	16
OG0026818	15	15
OG0026819	10	8
OG0026820	14	14
OG0026821	3	3
OG0026822	5	4
OG0026823	11	10
OG0026824	16	16
OG0026825	11	11
OG0026826	12	11
OG0026827	6	6
OG0026828	6	6
OG0026829	15	15
OG0026830	5	5
OG0026831	6	6
OG0026832	9	9
OG0026833	9	9
OG0026834	10	9
OG0026835	11	11
OG0026836	3	3
OG0026837	13	13
OG0026838	7	6
OG0026839	3	1
OG0026840	6	5
OG0026841	10	10
OG0026842	6	4
OG0026843	7	7
OG0026844	16	16
OG0026845	3	3
OG0026846	6	6
OG0026847	10	8
OG0026848	9	9
OG0026849	4	4
OG0026850	6	6
OG0026851	8	7
OG0026852	8	7
OG0026853	9	9
OG0026854	8	6
OG0026855	9	9
OG0026856	8	6
OG0026857	10	9
OG0026858	8	8
OG0026859	5	5
OG0026860	8	6
OG0026861	9	7
OG0026862	8	6
OG0026863	5	4
OG0026864	4	4
OG0026865	11	11
OG0026866	8	8
OG0026867	8	7
OG0026868	7	7
OG0026869	6	6
OG0026870	7	6
OG0026871	8	7
OG0026872	14	14
OG0026873	4	4
OG0026874	7	7
OG0026875	6	6
OG0026876	7	7
OG0026877	5	5
OG0026878	6	5
OG0026879	8	6
OG0026880	6	5
OG0026881	7	7
OG0026882	7	7
OG0026883	9	9
OG0026884	15	15
OG0026885	9	9
OG0026886	8	7
OG0026887	6	6
OG0026888	7	7
OG0026889	6	6
OG0026890	8	7
OG0026891	9	7
OG0026892	10	10
OG0026893	7	7
OG0026894	16	16
OG0026895	8	7
OG0026896	16	16
OG0026897	8	7
OG0026898	6	6
OG0026899	6	5
OG0026900	15	15
OG0026901	9	9
OG0026902	13	11
OG0026903	9	7
OG0026904	6	6
OG0026905	8	8
OG0026906	3	3
OG0026907	12	12
OG0026908	14	14
OG0026909	5	5
OG0026910	11	11
OG0026911	9	7
OG0026912	10	7
OG0026913	14	14
OG0026914	10	9
OG0026915	7	7
OG0026916	15	15
OG0026917	13	13
OG0026918	15	15
OG0026919	7	5
OG0026920	12	12
OG0026921	12	12
OG0026922	15	15
OG0026923	15	15
OG0026924	7	7
OG0026925	11	10
OG0026926	10	8
OG0026927	3	3
OG0026928	12	12
OG0026929	7	6
OG0026930	14	14
OG0026931	8	8
OG0026932	5	3
OG0026933	7	7
OG0026934	7	7
OG0026935	13	13
OG0026936	7	6
OG0026937	16	16
OG0026938	10	8
OG0026939	7	7
OG0026940	6	6
OG0026941	16	16
OG0026942	16	16
OG0026943	9	9
OG0026944	8	7
OG0026945	7	5
OG0026946	9	8
OG0026947	7	7
OG0026948	6	6
OG0026949	8	8
OG0026950	16	16
OG0026951	5	5
OG0026952	3	2
OG0026953	15	15
OG0026954	9	8
OG0026955	16	16
OG0026956	9	9
OG0026957	14	14
OG0026958	6	6
OG0026959	8	8
OG0026960	8	7
OG0026961	10	8
OG0026962	4	3
OG0026963	3	3
OG0026964	6	6
OG0026965	7	7
OG0026966	13	13
OG0026967	9	8
OG0026968	5	5
OG0026969	13	13
OG0026970	8	8
OG0026971	10	9
OG0026972	16	16
OG0026973	16	16
OG0026974	8	7
OG0026975	8	8
OG0026976	8	6
OG0026977	9	8
OG0026978	8	6
OG0026979	3	3
OG0026980	8	7
OG0026981	7	6
OG0026982	9	9
OG0026983	5	5
OG0026984	13	13
OG0026985	10	10
OG0026986	16	16
OG0026987	12	12
OG0026988	10	7
OG0026989	9	9
OG0026990	5	5
OG0026991	7	7
OG0026992	5	5
OG0026993	12	12
OG0026994	7	6
OG0026995	4	4
OG0026996	8	8
OG0026997	9	9
OG0026998	12	12
OG0026999	9	9
OG0027000	7	7
OG0027001	6	6
OG0027002	8	6
OG0027003	2	2
OG0027004	10	10
OG0027005	8	7
OG0027006	8	8
OG0027007	10	9
OG0027008	6	6
OG0027009	3	3
OG0027010	8	7
OG0027011	7	7
OG0027012	6	6
OG0027013	7	5
OG0027014	4	4
OG0027015	14	14
OG0027016	6	5
OG0027017	8	8
OG0027018	9	8
OG0027019	9	9
OG0027020	10	10
OG0027021	13	13
OG0027022	4	4
OG0027023	5	5
OG0027024	7	6
OG0027025	15	15
OG0027026	16	16
OG0027027	12	8
OG0027028	11	11
OG0027029	12	12
OG0027030	3	2
OG0027031	7	7
OG0027032	4	4
OG0027033	7	5
OG0027034	5	5
OG0027035	3	2
OG0027036	4	4
OG0027037	5	3
OG0027038	1	1
OG0027039	12	12
OG0027040	7	5
OG0027041	4	4
OG0027042	11	11
OG0027043	7	6
OG0027044	8	8
OG0027045	16	16
OG0027046	9	9
OG0027047	15	15
OG0027048	5	5
OG0027049	1	0
OG0027050	9	9
OG0027051	8	8
OG0027052	6	6
OG0027053	8	7
OG0027054	12	12
OG0027055	15	15
OG0027056	7	6
OG0027057	4	1
OG0027058	7	6
OG0027059	14	14
OG0027060	3	3
OG0027061	14	14
OG0027062	11	11
OG0027063	16	16
OG0027064	0	0
OG0027065	6	6
OG0027066	12	12
OG0027067	16	16
OG0027068	9	7
OG0027069	8	4
OG0027070	9	8
OG0027071	10	10
OG0027072	8	6
OG0027073	6	6
OG0027074	7	7
OG0027075	6	6
OG0027076	14	14
OG0027077	5	5
OG0027078	6	5
OG0027079	9	9
OG0027080	9	9
OG0027081	12	12
OG0027082	10	10
OG0027083	8	6
OG0027084	4	4
OG0027085	10	10
OG0027086	9	8
OG0027087	11	11
OG0027088	9	8
OG0027089	7	7
OG0027090	3	3
OG0027091	11	11
OG0027092	10	9
OG0027093	9	6
OG0027094	4	2
OG0027095	1	1
OG0027096	8	8
OG0027097	6	6
OG0027098	7	7
OG0027099	13	13
OG0027100	8	8
OG0027101	16	16
OG0027102	7	7
OG0027103	9	9
OG0027104	7	7
OG0027105	6	6
OG0027106	6	6
OG0027107	8	8
OG0027108	9	8
OG0027109	7	6
OG0027110	6	4
OG0027111	11	11
OG0027112	5	5
OG0027113	8	8
OG0027114	7	6
OG0027115	6	6
OG0027116	8	8
OG0027117	5	4
OG0027118	10	10
OG0027119	16	16
OG0027120	6	5
OG0027121	16	16
OG0027122	8	8
OG0027123	16	16
OG0027124	4	3
OG0027125	16	16
OG0027126	9	7
OG0027127	10	9
OG0027128	7	4
OG0027129	5	4
OG0027130	8	4
OG0027131	10	8
OG0027132	10	10
OG0027133	8	6
OG0027134	11	11
OG0027135	9	9
OG0027136	4	3
OG0027137	15	15
OG0027138	9	9
OG0027139	15	15
OG0027140	15	15
OG0027141	10	10
OG0027142	16	16
OG0027143	16	16
OG0027144	8	8
OG0027145	12	12
OG0027146	11	11
OG0027147	0	0
OG0027148	10	10
OG0027149	10	10
OG0027150	3	3
OG0027151	2	0
OG0027152	2	2
OG0027153	9	8
OG0027154	8	8
OG0027155	13	13
OG0027156	8	7
OG0027157	6	5
OG0027158	10	8
OG0027159	11	9
OG0027160	9	9
OG0027161	3	1
OG0027162	5	5
OG0027163	7	5
OG0027164	12	12
OG0027165	12	9
OG0027166	11	11
OG0027167	7	7
OG0027168	1	1
OG0027169	8	8
OG0027170	2	2
OG0027171	5	5
OG0027172	9	7
OG0027173	11	11
OG0027174	2	2
OG0027175	10	8
OG0027176	1	1
OG0027177	6	6
OG0027178	11	11
OG0027179	5	5
OG0027180	10	10
OG0027181	9	7
OG0027182	6	6
OG0027183	7	6
OG0027184	7	5
OG0027185	11	9
OG0027186	11	11
OG0027187	6	6
OG0027188	8	8
OG0027189	8	8
OG0027190	8	8
OG0027191	5	2
OG0027192	11	9
OG0027193	8	7
OG0027194	9	9
OG0027195	10	9
OG0027196	0	0
OG0027197	13	13
OG0027198	7	7
OG0027199	8	7
OG0027200	13	13
OG0027201	2	2
OG0027202	6	6
OG0027203	4	4
OG0027204	3	3
OG0027205	3	2
OG0027206	8	8
OG0027207	10	9
