Orthogroup	SP803280_proteinas	Saccharum_officinarum_LA_Purple.protein	Saccharum_spontaneum_AP85-441.protein	Saccharum_spontaneum_NpX.protein	sorgo_proteinas	Total
OG0038603	2	3	0	4	1	10
OG0038604	10	0	0	0	0	10
OG0038605	2	1	4	2	1	10
OG0038606	10	0	0	0	0	10
OG0038607	10	0	0	0	0	10
OG0038608	10	0	0	0	0	10
OG0038609	10	0	0	0	0	10
OG0038610	9	0	0	1	0	10
OG0038611	10	0	0	0	0	10
OG0038612	10	0	0	0	0	10
OG0038613	10	0	0	0	0	10
OG0038614	10	0	0	0	0	10
OG0038615	9	0	0	0	1	10
OG0038616	10	0	0	0	0	10
OG0038617	10	0	0	0	0	10
OG0038618	10	0	0	0	0	10
OG0038619	10	0	0	0	0	10
OG0038620	10	0	0	0	0	10
OG0038621	10	0	0	0	0	10
OG0038622	10	0	0	0	0	10
OG0038623	10	0	0	0	0	10
OG0038624	10	0	0	0	0	10
OG0038625	10	0	0	0	0	10
OG0038626	10	0	0	0	0	10
OG0038627	10	0	0	0	0	10
OG0038628	10	0	0	0	0	10
OG0038629	10	0	0	0	0	10
OG0038630	10	0	0	0	0	10
OG0038631	10	0	0	0	0	10
OG0038632	10	0	0	0	0	10
OG0038633	10	0	0	0	0	10
OG0038634	10	0	0	0	0	10
OG0038635	10	0	0	0	0	10
OG0038636	10	0	0	0	0	10
OG0038637	10	0	0	0	0	10
OG0038638	10	0	0	0	0	10
OG0038639	10	0	0	0	0	10
OG0038640	10	0	0	0	0	10
OG0038641	10	0	0	0	0	10
OG0038642	10	0	0	0	0	10
OG0038643	10	0	0	0	0	10
OG0038644	10	0	0	0	0	10
OG0038645	10	0	0	0	0	10
OG0038646	10	0	0	0	0	10
OG0038647	10	0	0	0	0	10
OG0038648	10	0	0	0	0	10
OG0038649	10	0	0	0	0	10
OG0038650	9	0	0	0	1	10
OG0038651	10	0	0	0	0	10
OG0038652	10	0	0	0	0	10
OG0038653	10	0	0	0	0	10
OG0038654	10	0	0	0	0	10
OG0038655	10	0	0	0	0	10
OG0038656	10	0	0	0	0	10
OG0038657	10	0	0	0	0	10
OG0038658	10	0	0	0	0	10
OG0038659	10	0	0	0	0	10
OG0038660	10	0	0	0	0	10
OG0038661	6	1	2	0	1	10
OG0038662	10	0	0	0	0	10
OG0038663	9	0	0	1	0	10
OG0038664	10	0	0	0	0	10
OG0038665	10	0	0	0	0	10
OG0038666	10	0	0	0	0	10
OG0038667	10	0	0	0	0	10
OG0038668	10	0	0	0	0	10
OG0038669	10	0	0	0	0	10
OG0038670	8	1	1	0	0	10
OG0038671	9	0	0	1	0	10
OG0038672	10	0	0	0	0	10
OG0038673	10	0	0	0	0	10
OG0038674	10	0	0	0	0	10
OG0038675	10	0	0	0	0	10
OG0038676	10	0	0	0	0	10
OG0038677	10	0	0	0	0	10
OG0038678	7	1	1	0	1	10
OG0038679	10	0	0	0	0	10
OG0038680	3	2	2	2	1	10
OG0038681	10	0	0	0	0	10
OG0038682	6	0	3	0	1	10
OG0038683	7	0	0	2	1	10
OG0038684	10	0	0	0	0	10
OG0038685	10	0	0	0	0	10
OG0038686	7	2	1	0	0	10
OG0038687	6	2	0	0	2	10
OG0038688	4	0	1	4	1	10
OG0038689	10	0	0	0	0	10
OG0038690	10	0	0	0	0	10
OG0038691	10	0	0	0	0	10
OG0038692	10	0	0	0	0	10
OG0038693	10	0	0	0	0	10
OG0038694	7	1	0	2	0	10
OG0038695	10	0	0	0	0	10
OG0038696	10	0	0	0	0	10
OG0038697	10	0	0	0	0	10
OG0038698	10	0	0	0	0	10
OG0038699	10	0	0	0	0	10
OG0038700	10	0	0	0	0	10
OG0038701	10	0	0	0	0	10
OG0038702	10	0	0	0	0	10
OG0038703	9	0	0	0	1	10
OG0038704	10	0	0	0	0	10
OG0038705	9	0	1	0	0	10
OG0038706	10	0	0	0	0	10
OG0038707	10	0	0	0	0	10
OG0038708	10	0	0	0	0	10
OG0038709	10	0	0	0	0	10
OG0038710	10	0	0	0	0	10
OG0038711	10	0	0	0	0	10
OG0038712	9	0	0	0	1	10
OG0038713	10	0	0	0	0	10
OG0038714	10	0	0	0	0	10
OG0038715	10	0	0	0	0	10
OG0038716	10	0	0	0	0	10
OG0038717	10	0	0	0	0	10
OG0038718	10	0	0	0	0	10
OG0038719	9	0	1	0	0	10
OG0038720	10	0	0	0	0	10
OG0038721	10	0	0	0	0	10
OG0038722	9	1	0	0	0	10
OG0038723	4	2	0	3	1	10
OG0038724	10	0	0	0	0	10
OG0038725	10	0	0	0	0	10
OG0038726	10	0	0	0	0	10
OG0038727	10	0	0	0	0	10
OG0038728	10	0	0	0	0	10
OG0038729	10	0	0	0	0	10
OG0038730	10	0	0	0	0	10
OG0038731	10	0	0	0	0	10
OG0038732	10	0	0	0	0	10
OG0038733	8	1	1	0	0	10
OG0038734	9	1	0	0	0	10
OG0038735	10	0	0	0	0	10
OG0038736	8	1	1	0	0	10
OG0038737	10	0	0	0	0	10
OG0038738	10	0	0	0	0	10
OG0038739	10	0	0	0	0	10
OG0038740	9	1	0	0	0	10
OG0038741	9	1	0	0	0	10
OG0038742	7	0	0	2	1	10
OG0038743	10	0	0	0	0	10
OG0038744	10	0	0	0	0	10
OG0038745	10	0	0	0	0	10
OG0038746	7	0	2	1	0	10
OG0038747	4	0	0	5	1	10
OG0038748	9	0	1	0	0	10
OG0038749	9	0	0	1	0	10
OG0038750	7	2	0	1	0	10
OG0038751	10	0	0	0	0	10
OG0038752	10	0	0	0	0	10
OG0038753	10	0	0	0	0	10
OG0038754	10	0	0	0	0	10
OG0038755	10	0	0	0	0	10
OG0038756	10	0	0	0	0	10
OG0038757	10	0	0	0	0	10
OG0038758	10	0	0	0	0	10
OG0038759	4	1	1	4	0	10
OG0038760	10	0	0	0	0	10
OG0038761	8	1	0	0	1	10
OG0038762	10	0	0	0	0	10
OG0038763	9	0	0	1	0	10
OG0038764	9	0	1	0	0	10
OG0038765	9	0	1	0	0	10
OG0038766	10	0	0	0	0	10
OG0038767	10	0	0	0	0	10
OG0038768	10	0	0	0	0	10
OG0038769	9	0	1	0	0	10
OG0038770	10	0	0	0	0	10
OG0038771	10	0	0	0	0	10
OG0038772	9	0	0	0	1	10
OG0038773	10	0	0	0	0	10
OG0038774	10	0	0	0	0	10
OG0038775	10	0	0	0	0	10
OG0038776	10	0	0	0	0	10
OG0038777	10	0	0	0	0	10
OG0038778	9	1	0	0	0	10
OG0038779	10	0	0	0	0	10
OG0038780	10	0	0	0	0	10
OG0038781	10	0	0	0	0	10
OG0038782	10	0	0	0	0	10
OG0038783	10	0	0	0	0	10
OG0038784	10	0	0	0	0	10
OG0038785	10	0	0	0	0	10
OG0038786	10	0	0	0	0	10
OG0038787	10	0	0	0	0	10
OG0038788	7	1	0	2	0	10
OG0038789	10	0	0	0	0	10
OG0038790	10	0	0	0	0	10
OG0038791	2	1	2	4	1	10
OG0038792	10	0	0	0	0	10
OG0038793	7	2	0	1	0	10
OG0038794	10	0	0	0	0	10
OG0038795	10	0	0	0	0	10
OG0038796	10	0	0	0	0	10
OG0038797	9	0	1	0	0	10
OG0038798	10	0	0	0	0	10
OG0038799	10	0	0	0	0	10
OG0038800	10	0	0	0	0	10
OG0038801	10	0	0	0	0	10
OG0038802	10	0	0	0	0	10
OG0038803	10	0	0	0	0	10
OG0038804	9	0	0	1	0	10
OG0038805	9	0	0	0	1	10
OG0038806	3	1	4	2	0	10
OG0038807	9	1	0	0	0	10
OG0038808	10	0	0	0	0	10
OG0038809	10	0	0	0	0	10
OG0038810	6	1	0	2	1	10
OG0038811	2	0	3	4	1	10
OG0038812	10	0	0	0	0	10
OG0038813	10	0	0	0	0	10
OG0038814	4	2	0	3	1	10
OG0038815	3	3	1	2	1	10
OG0038816	10	0	0	0	0	10
OG0038817	10	0	0	0	0	10
OG0038818	10	0	0	0	0	10
OG0038819	8	1	1	0	0	10
OG0038820	9	0	0	1	0	10
OG0038821	10	0	0	0	0	10
OG0038822	9	1	0	0	0	10
OG0038823	10	0	0	0	0	10
OG0038824	10	0	0	0	0	10
OG0038825	10	0	0	0	0	10
OG0038826	9	0	1	0	0	10
OG0038827	10	0	0	0	0	10
OG0038828	10	0	0	0	0	10
OG0038829	4	2	0	3	1	10
OG0038830	9	0	0	1	0	10
OG0038831	10	0	0	0	0	10
OG0038832	10	0	0	0	0	10
OG0038833	7	0	0	3	0	10
OG0038834	10	0	0	0	0	10
OG0038835	8	0	1	1	0	10
OG0038836	10	0	0	0	0	10
OG0038837	10	0	0	0	0	10
OG0038838	8	0	0	1	1	10
OG0038839	10	0	0	0	0	10
OG0038840	9	1	0	0	0	10
OG0038841	10	0	0	0	0	10
OG0038842	5	0	1	3	1	10
OG0038843	10	0	0	0	0	10
OG0038844	10	0	0	0	0	10
OG0038845	10	0	0	0	0	10
OG0038846	10	0	0	0	0	10
OG0038847	9	1	0	0	0	10
OG0038848	6	1	2	1	0	10
OG0038849	8	2	0	0	0	10
OG0038850	10	0	0	0	0	10
OG0038851	9	1	0	0	0	10
OG0038852	10	0	0	0	0	10
OG0038853	10	0	0	0	0	10
OG0038854	10	0	0	0	0	10
OG0038855	10	0	0	0	0	10
OG0038856	10	0	0	0	0	10
OG0038857	2	5	1	2	0	10
OG0038858	10	0	0	0	0	10
OG0038859	9	0	0	0	1	10
OG0038860	10	0	0	0	0	10
OG0038861	10	0	0	0	0	10
OG0038862	10	0	0	0	0	10
OG0038863	10	0	0	0	0	10
OG0038864	10	0	0	0	0	10
OG0038865	10	0	0	0	0	10
OG0038866	10	0	0	0	0	10
OG0038867	10	0	0	0	0	10
OG0038868	10	0	0	0	0	10
OG0038869	10	0	0	0	0	10
OG0038870	10	0	0	0	0	10
OG0038871	10	0	0	0	0	10
OG0038872	10	0	0	0	0	10
OG0038873	10	0	0	0	0	10
OG0038874	10	0	0	0	0	10
OG0038875	8	1	1	0	0	10
OG0038876	9	0	0	1	0	10
OG0038877	10	0	0	0	0	10
OG0038878	10	0	0	0	0	10
OG0038879	10	0	0	0	0	10
OG0038880	10	0	0	0	0	10
OG0038881	10	0	0	0	0	10
OG0038882	10	0	0	0	0	10
OG0038883	10	0	0	0	0	10
OG0038884	9	0	1	0	0	10
OG0038885	10	0	0	0	0	10
OG0038886	10	0	0	0	0	10
OG0038887	7	0	0	0	3	10
OG0038888	10	0	0	0	0	10
OG0038889	10	0	0	0	0	10
OG0038890	10	0	0	0	0	10
OG0038891	8	1	0	1	0	10
OG0038892	8	2	0	0	0	10
OG0038893	10	0	0	0	0	10
OG0038894	10	0	0	0	0	10
OG0038895	2	5	0	2	1	10
OG0038896	7	1	0	2	0	10
OG0038897	10	0	0	0	0	10
OG0038898	8	2	0	0	0	10
OG0038899	3	2	1	3	1	10
OG0038900	10	0	0	0	0	10
OG0038901	10	0	0	0	0	10
OG0038902	10	0	0	0	0	10
OG0038903	5	1	0	4	0	10
OG0038904	9	1	0	0	0	10
OG0038905	5	0	1	3	1	10
OG0038906	7	2	1	0	0	10
OG0038907	9	1	0	0	0	10
OG0038908	10	0	0	0	0	10
OG0038909	9	0	0	0	1	10
OG0038910	9	1	0	0	0	10
OG0038911	10	0	0	0	0	10
OG0038912	10	0	0	0	0	10
OG0038913	7	1	0	2	0	10
OG0038914	10	0	0	0	0	10
OG0038915	10	0	0	0	0	10
OG0038916	9	0	0	0	1	10
OG0038917	6	1	0	2	1	10
OG0038918	10	0	0	0	0	10
OG0038919	10	0	0	0	0	10
OG0038920	10	0	0	0	0	10
OG0038921	10	0	0	0	0	10
OG0038922	10	0	0	0	0	10
OG0038923	10	0	0	0	0	10
OG0038924	4	5	1	0	0	10
OG0038925	10	0	0	0	0	10
OG0038926	2	7	0	0	1	10
OG0038927	5	5	0	0	0	10
OG0038928	6	4	0	0	0	10
OG0038929	10	0	0	0	0	10
OG0038930	10	0	0	0	0	10
OG0038931	8	1	1	0	0	10
OG0038932	10	0	0	0	0	10
OG0038933	10	0	0	0	0	10
OG0038934	10	0	0	0	0	10
OG0038935	4	4	2	0	0	10
OG0038936	2	4	2	1	1	10
OG0038937	9	0	0	1	0	10
OG0038938	10	0	0	0	0	10
OG0038939	10	0	0	0	0	10
OG0038940	10	0	0	0	0	10
OG0038941	10	0	0	0	0	10
OG0038942	10	0	0	0	0	10
OG0038943	10	0	0	0	0	10
OG0038944	10	0	0	0	0	10
OG0038945	2	3	1	4	0	10
OG0038946	10	0	0	0	0	10
OG0038947	10	0	0	0	0	10
OG0038948	10	0	0	0	0	10
OG0038949	10	0	0	0	0	10
OG0038950	4	4	0	2	0	10
OG0038951	10	0	0	0	0	10
OG0038952	9	0	1	0	0	10
OG0038953	10	0	0	0	0	10
OG0038954	10	0	0	0	0	10
OG0038955	10	0	0	0	0	10
OG0038956	10	0	0	0	0	10
OG0038957	8	2	0	0	0	10
OG0038958	10	0	0	0	0	10
OG0038959	10	0	0	0	0	10
OG0038960	10	0	0	0	0	10
OG0038961	10	0	0	0	0	10
OG0038962	10	0	0	0	0	10
OG0038963	10	0	0	0	0	10
OG0038964	10	0	0	0	0	10
OG0038965	10	0	0	0	0	10
OG0038966	9	0	1	0	0	10
OG0038967	10	0	0	0	0	10
OG0038968	10	0	0	0	0	10
OG0038969	9	1	0	0	0	10
OG0038970	10	0	0	0	0	10
OG0038971	10	0	0	0	0	10
OG0038972	10	0	0	0	0	10
OG0038973	10	0	0	0	0	10
OG0038974	10	0	0	0	0	10
OG0038975	10	0	0	0	0	10
OG0038976	10	0	0	0	0	10
OG0038977	8	1	1	0	0	10
OG0038978	3	6	0	1	0	10
OG0038979	10	0	0	0	0	10
OG0038980	10	0	0	0	0	10
OG0038981	10	0	0	0	0	10
OG0038982	7	2	0	0	1	10
OG0038983	10	0	0	0	0	10
OG0038984	5	5	0	0	0	10
OG0038985	10	0	0	0	0	10
OG0038986	10	0	0	0	0	10
OG0038987	10	0	0	0	0	10
OG0038988	2	3	2	2	1	10
OG0038989	2	4	0	4	0	10
OG0038990	10	0	0	0	0	10
OG0038991	10	0	0	0	0	10
OG0038992	8	0	0	0	2	10
OG0038993	10	0	0	0	0	10
OG0038994	10	0	0	0	0	10
OG0038995	10	0	0	0	0	10
OG0038996	10	0	0	0	0	10
OG0038997	10	0	0	0	0	10
OG0038998	10	0	0	0	0	10
OG0038999	3	3	0	4	0	10
OG0039000	10	0	0	0	0	10
OG0039001	10	0	0	0	0	10
OG0039002	7	3	0	0	0	10
OG0039003	10	0	0	0	0	10
OG0039004	10	0	0	0	0	10
OG0039005	10	0	0	0	0	10
OG0039006	10	0	0	0	0	10
OG0039007	8	1	1	0	0	10
OG0039008	10	0	0	0	0	10
OG0039009	10	0	0	0	0	10
OG0039010	10	0	0	0	0	10
OG0039011	10	0	0	0	0	10
OG0039012	10	0	0	0	0	10
OG0039013	3	0	2	4	1	10
OG0039014	2	0	3	4	1	10
OG0039015	10	0	0	0	0	10
OG0039016	10	0	0	0	0	10
OG0039017	10	0	0	0	0	10
OG0039018	9	1	0	0	0	10
OG0039019	10	0	0	0	0	10
OG0039020	10	0	0	0	0	10
OG0039021	10	0	0	0	0	10
OG0039022	10	0	0	0	0	10
OG0039023	5	2	1	2	0	10
OG0039024	10	0	0	0	0	10
OG0039025	10	0	0	0	0	10
OG0039026	3	7	0	0	0	10
OG0039027	10	0	0	0	0	10
OG0039028	10	0	0	0	0	10
OG0039029	10	0	0	0	0	10
OG0039030	10	0	0	0	0	10
OG0039031	4	0	1	5	0	10
OG0039032	10	0	0	0	0	10
OG0039033	10	0	0	0	0	10
OG0039034	10	0	0	0	0	10
OG0039035	2	5	0	3	0	10
OG0039036	10	0	0	0	0	10
OG0039037	4	3	1	1	1	10
OG0039038	4	5	0	1	0	10
OG0039039	10	0	0	0	0	10
OG0039040	10	0	0	0	0	10
OG0039041	10	0	0	0	0	10
OG0039042	9	0	0	1	0	10
OG0039043	10	0	0	0	0	10
OG0039044	10	0	0	0	0	10
OG0039045	2	6	1	0	1	10
OG0039046	10	0	0	0	0	10
OG0039047	10	0	0	0	0	10
OG0039048	10	0	0	0	0	10
OG0039049	10	0	0	0	0	10
OG0039050	10	0	0	0	0	10
OG0039051	5	2	1	2	0	10
OG0039052	5	5	0	0	0	10
OG0039053	10	0	0	0	0	10
OG0039054	9	0	0	1	0	10
OG0039055	10	0	0	0	0	10
OG0039056	10	0	0	0	0	10
OG0039057	6	2	0	2	0	10
OG0039058	10	0	0	0	0	10
OG0039059	10	0	0	0	0	10
OG0039060	10	0	0	0	0	10
OG0039061	10	0	0	0	0	10
OG0039062	10	0	0	0	0	10
OG0039063	10	0	0	0	0	10
OG0039064	10	0	0	0	0	10
OG0039065	10	0	0	0	0	10
OG0039066	7	2	0	1	0	10
OG0039067	7	3	0	0	0	10
OG0039068	10	0	0	0	0	10
OG0039069	10	0	0	0	0	10
OG0039070	10	0	0	0	0	10
OG0039071	10	0	0	0	0	10
OG0039072	10	0	0	0	0	10
OG0039073	10	0	0	0	0	10
OG0039074	10	0	0	0	0	10
OG0039075	4	3	0	3	0	10
OG0039076	10	0	0	0	0	10
OG0039077	9	1	0	0	0	10
OG0039078	10	0	0	0	0	10
OG0039079	10	0	0	0	0	10
OG0039080	2	8	0	0	0	10
OG0039081	10	0	0	0	0	10
OG0039082	10	0	0	0	0	10
OG0039083	10	0	0	0	0	10
OG0039084	10	0	0	0	0	10
OG0039085	10	0	0	0	0	10
OG0039086	10	0	0	0	0	10
OG0039087	10	0	0	0	0	10
OG0039088	10	0	0	0	0	10
OG0039089	10	0	0	0	0	10
OG0039090	10	0	0	0	0	10
OG0039091	10	0	0	0	0	10
OG0039092	10	0	0	0	0	10
OG0039093	10	0	0	0	0	10
OG0039094	10	0	0	0	0	10
OG0039095	10	0	0	0	0	10
OG0039096	5	1	1	3	0	10
OG0039097	9	0	1	0	0	10
OG0039098	9	0	0	1	0	10
OG0039099	10	0	0	0	0	10
OG0039100	10	0	0	0	0	10
OG0039101	10	0	0	0	0	10
OG0039102	10	0	0	0	0	10
OG0039103	5	3	0	2	0	10
OG0039104	10	0	0	0	0	10
OG0039105	9	0	0	1	0	10
OG0039106	10	0	0	0	0	10
OG0039107	8	2	0	0	0	10
OG0039108	10	0	0	0	0	10
OG0039109	10	0	0	0	0	10
OG0039110	10	0	0	0	0	10
OG0039111	10	0	0	0	0	10
OG0039112	10	0	0	0	0	10
OG0039113	6	4	0	0	0	10
OG0039114	10	0	0	0	0	10
OG0039115	8	0	1	1	0	10
OG0039116	10	0	0	0	0	10
OG0039117	10	0	0	0	0	10
OG0039118	10	0	0	0	0	10
OG0039119	9	1	0	0	0	10
OG0039120	9	1	0	0	0	10
OG0039121	10	0	0	0	0	10
OG0039122	6	1	0	3	0	10
OG0039123	9	1	0	0	0	10
OG0039124	10	0	0	0	0	10
OG0039125	10	0	0	0	0	10
OG0039126	10	0	0	0	0	10
OG0039127	10	0	0	0	0	10
OG0039128	10	0	0	0	0	10
OG0039129	10	0	0	0	0	10
OG0039130	10	0	0	0	0	10
OG0039131	10	0	0	0	0	10
OG0039132	8	0	1	0	1	10
OG0039133	9	1	0	0	0	10
OG0039134	9	1	0	0	0	10
OG0039135	10	0	0	0	0	10
OG0039136	10	0	0	0	0	10
OG0039137	10	0	0	0	0	10
OG0039138	10	0	0	0	0	10
OG0039139	5	0	0	4	1	10
OG0039140	10	0	0	0	0	10
OG0039141	10	0	0	0	0	10
OG0039142	10	0	0	0	0	10
OG0039143	2	1	0	7	0	10
OG0039144	9	0	0	0	1	10
OG0039145	10	0	0	0	0	10
OG0039146	10	0	0	0	0	10
OG0039147	10	0	0	0	0	10
OG0039148	10	0	0	0	0	10
OG0039149	10	0	0	0	0	10
OG0039150	8	1	1	0	0	10
OG0039151	9	0	0	0	1	10
OG0039152	10	0	0	0	0	10
OG0039153	10	0	0	0	0	10
OG0039154	10	0	0	0	0	10
OG0039155	8	0	1	0	1	10
OG0039156	6	3	0	1	0	10
OG0039157	8	1	0	1	0	10
OG0039158	5	2	0	2	1	10
OG0039159	10	0	0	0	0	10
OG0039160	10	0	0	0	0	10
OG0039161	10	0	0	0	0	10
OG0039162	10	0	0	0	0	10
OG0039163	6	4	0	0	0	10
OG0039164	10	0	0	0	0	10
OG0039165	1	9	0	0	0	10
OG0039166	3	4	0	2	1	10
OG0039167	5	3	0	2	0	10
OG0039168	6	4	0	0	0	10
OG0039169	10	0	0	0	0	10
OG0039170	10	0	0	0	0	10
OG0039171	10	0	0	0	0	10
OG0039172	6	2	1	1	0	10
OG0039173	10	0	0	0	0	10
OG0039174	10	0	0	0	0	10
OG0039175	10	0	0	0	0	10
OG0039176	8	1	1	0	0	10
OG0039177	8	1	0	1	0	10
OG0039178	10	0	0	0	0	10
OG0039179	10	0	0	0	0	10
OG0039180	10	0	0	0	0	10
OG0039181	10	0	0	0	0	10
OG0039182	10	0	0	0	0	10
OG0039183	10	0	0	0	0	10
OG0039184	10	0	0	0	0	10
OG0039185	10	0	0	0	0	10
OG0039186	10	0	0	0	0	10
OG0039187	10	0	0	0	0	10
OG0039188	9	0	0	1	0	10
OG0039189	10	0	0	0	0	10
OG0039190	9	0	1	0	0	10
OG0039191	10	0	0	0	0	10
OG0039192	9	0	0	1	0	10
OG0039193	10	0	0	0	0	10
OG0039194	9	0	0	0	1	10
OG0039195	10	0	0	0	0	10
OG0039196	10	0	0	0	0	10
OG0039197	10	0	0	0	0	10
OG0039198	10	0	0	0	0	10
OG0039199	10	0	0	0	0	10
OG0039200	10	0	0	0	0	10
OG0039201	10	0	0	0	0	10
OG0039202	10	0	0	0	0	10
OG0039203	10	0	0	0	0	10
OG0039204	10	0	0	0	0	10
OG0039205	10	0	0	0	0	10
OG0039206	10	0	0	0	0	10
OG0039207	10	0	0	0	0	10
OG0039208	9	0	0	1	0	10
OG0039209	8	2	0	0	0	10
OG0039210	10	0	0	0	0	10
OG0039211	10	0	0	0	0	10
OG0039212	10	0	0	0	0	10
OG0039213	10	0	0	0	0	10
OG0039214	10	0	0	0	0	10
OG0039215	10	0	0	0	0	10
OG0039216	10	0	0	0	0	10
OG0039217	10	0	0	0	0	10
OG0039218	9	0	1	0	0	10
OG0039219	10	0	0	0	0	10
OG0039220	10	0	0	0	0	10
OG0039221	10	0	0	0	0	10
OG0039222	10	0	0	0	0	10
OG0039223	10	0	0	0	0	10
OG0039224	10	0	0	0	0	10
OG0039225	10	0	0	0	0	10
OG0039226	10	0	0	0	0	10
OG0039227	10	0	0	0	0	10
OG0039228	10	0	0	0	0	10
OG0039229	10	0	0	0	0	10
OG0039230	8	2	0	0	0	10
OG0039231	10	0	0	0	0	10
OG0039232	10	0	0	0	0	10
OG0039233	10	0	0	0	0	10
OG0039234	10	0	0	0	0	10
OG0039235	10	0	0	0	0	10
OG0039236	10	0	0	0	0	10
OG0039237	10	0	0	0	0	10
OG0039238	10	0	0	0	0	10
OG0039239	10	0	0	0	0	10
OG0039240	10	0	0	0	0	10
OG0039241	10	0	0	0	0	10
OG0039242	10	0	0	0	0	10
OG0039243	10	0	0	0	0	10
OG0039244	5	0	3	2	0	10
OG0039245	10	0	0	0	0	10
OG0039246	10	0	0	0	0	10
OG0039247	10	0	0	0	0	10
OG0039248	10	0	0	0	0	10
OG0039249	10	0	0	0	0	10
OG0039250	10	0	0	0	0	10
OG0039251	10	0	0	0	0	10
OG0039252	10	0	0	0	0	10
OG0039253	10	0	0	0	0	10
OG0039254	10	0	0	0	0	10
OG0039255	10	0	0	0	0	10
OG0039256	10	0	0	0	0	10
OG0039257	10	0	0	0	0	10
OG0039258	10	0	0	0	0	10
OG0039259	10	0	0	0	0	10
OG0039260	10	0	0	0	0	10
OG0039261	10	0	0	0	0	10
OG0039262	10	0	0	0	0	10
OG0039263	10	0	0	0	0	10
OG0039264	10	0	0	0	0	10
OG0039265	10	0	0	0	0	10
OG0039266	10	0	0	0	0	10
OG0039267	10	0	0	0	0	10
OG0039268	10	0	0	0	0	10
OG0039269	9	1	0	0	0	10
OG0039270	10	0	0	0	0	10
OG0039271	10	0	0	0	0	10
OG0039272	9	0	0	0	1	10
OG0039273	10	0	0	0	0	10
OG0039274	9	1	0	0	0	10
OG0039275	10	0	0	0	0	10
OG0039276	10	0	0	0	0	10
OG0039277	10	0	0	0	0	10
OG0039278	10	0	0	0	0	10
OG0039279	10	0	0	0	0	10
OG0039280	10	0	0	0	0	10
OG0039281	10	0	0	0	0	10
OG0039282	10	0	0	0	0	10
OG0039283	10	0	0	0	0	10
OG0039284	9	0	1	0	0	10
OG0039285	7	2	0	1	0	10
OG0039286	10	0	0	0	0	10
OG0039287	10	0	0	0	0	10
OG0039288	10	0	0	0	0	10
OG0039289	10	0	0	0	0	10
OG0039290	7	1	1	0	1	10
OG0039291	10	0	0	0	0	10
OG0039292	10	0	0	0	0	10
OG0039293	10	0	0	0	0	10
OG0039294	10	0	0	0	0	10
OG0039295	10	0	0	0	0	10
OG0039296	10	0	0	0	0	10
OG0039297	10	0	0	0	0	10
OG0039298	10	0	0	0	0	10
OG0039299	10	0	0	0	0	10
OG0039300	10	0	0	0	0	10
OG0039301	10	0	0	0	0	10
OG0039302	10	0	0	0	0	10
OG0039303	10	0	0	0	0	10
OG0039304	10	0	0	0	0	10
OG0039305	10	0	0	0	0	10
OG0039306	10	0	0	0	0	10
OG0039307	9	0	0	0	1	10
OG0039308	7	0	2	0	1	10
OG0039309	10	0	0	0	0	10
OG0039310	10	0	0	0	0	10
OG0039311	10	0	0	0	0	10
OG0039312	10	0	0	0	0	10
OG0039313	10	0	0	0	0	10
OG0039314	10	0	0	0	0	10
OG0039315	10	0	0	0	0	10
OG0039316	10	0	0	0	0	10
OG0039317	9	1	0	0	0	10
OG0039318	10	0	0	0	0	10
OG0039319	10	0	0	0	0	10
OG0039320	5	2	0	2	1	10
OG0039321	1	0	0	0	9	10
OG0039322	10	0	0	0	0	10
OG0039323	10	0	0	0	0	10
OG0039324	6	4	0	0	0	10
OG0039325	10	0	0	0	0	10
OG0039326	10	0	0	0	0	10
OG0039327	10	0	0	0	0	10
OG0039328	10	0	0	0	0	10
OG0039329	10	0	0	0	0	10
OG0039330	10	0	0	0	0	10
OG0039331	10	0	0	0	0	10
OG0039332	10	0	0	0	0	10
OG0039333	10	0	0	0	0	10
OG0039334	10	0	0	0	0	10
OG0039335	10	0	0	0	0	10
OG0039336	10	0	0	0	0	10
OG0039337	10	0	0	0	0	10
OG0039338	9	1	0	0	0	10
OG0039339	9	1	0	0	0	10
OG0039340	10	0	0	0	0	10
OG0039341	10	0	0	0	0	10
OG0039342	10	0	0	0	0	10
OG0039343	10	0	0	0	0	10
OG0039344	10	0	0	0	0	10
OG0039345	10	0	0	0	0	10
OG0039346	8	0	1	1	0	10
OG0039347	10	0	0	0	0	10
OG0039348	10	0	0	0	0	10
OG0039349	10	0	0	0	0	10
OG0039350	6	2	1	0	1	10
OG0039351	10	0	0	0	0	10
OG0039352	10	0	0	0	0	10
OG0039353	10	0	0	0	0	10
OG0039354	10	0	0	0	0	10
OG0039355	10	0	0	0	0	10
OG0039356	9	0	0	1	0	10
OG0039357	10	0	0	0	0	10
OG0039358	10	0	0	0	0	10
OG0039359	10	0	0	0	0	10
OG0039360	10	0	0	0	0	10
OG0039361	9	0	1	0	0	10
OG0039362	10	0	0	0	0	10
OG0039363	10	0	0	0	0	10
OG0039364	10	0	0	0	0	10
OG0039365	9	0	0	0	1	10
OG0039366	10	0	0	0	0	10
OG0039367	10	0	0	0	0	10
OG0039368	10	0	0	0	0	10
OG0039369	10	0	0	0	0	10
OG0039370	10	0	0	0	0	10
OG0039371	10	0	0	0	0	10
OG0039372	10	0	0	0	0	10
OG0039373	10	0	0	0	0	10
OG0039374	10	0	0	0	0	10
